geomid,naics,workers
88499504edfffff,Professional Service,21
88499504edfffff,Public Administration,112
88499504edfffff,Real Estate,24
88499504edfffff,Retail,535
88499504edfffff,Transportation,252
88499504edfffff,Wholesale,74
8849950505fffff,Business Support,2
8849950505fffff,Education,3
8849950505fffff,Health,6
8849950505fffff,Manufacturing,17
8849950505fffff,Other,25
8849950505fffff,Public Administration,2
8849950505fffff,Retail,106
8849950505fffff,Wholesale,3
8849950509fffff,Business Support,5
8849950509fffff,Construction,42
8849950509fffff,Education,4
8849950509fffff,Financial,4
8849950509fffff,Health,5
8849950509fffff,Hospitality,60
8849950509fffff,Manufacturing,69
8849950509fffff,Other,63
8849950509fffff,Professional Service,4
8849950509fffff,Real Estate,1
8849950509fffff,Retail,144
8849950509fffff,Transportation,61
8849950509fffff,Wholesale,11
884995050dfffff,Art/Culture,8
884995050dfffff,Business Support,5
884995050dfffff,Education,55
884995050dfffff,Financial,7
884995050dfffff,Health,40
884995050dfffff,Hospitality,138
884995050dfffff,Manufacturing,130
884995050dfffff,Other,192
884995050dfffff,Professional Service,17
884995050dfffff,Real Estate,16
884995050dfffff,Retail,670
884995050dfffff,Wholesale,28
8849950529fffff,Education,91
8849950529fffff,Health,10
8849950529fffff,Hospitality,23
8849950529fffff,Manufacturing,14
8849950529fffff,Other,33
8849950529fffff,Public Administration,72
8849950529fffff,Retail,96
8849950529fffff,Wholesale,11
8849950541fffff,Education,1
8849950541fffff,Health,7
8849950541fffff,Hospitality,9
8849950541fffff,Manufacturing,12
8849950541fffff,Other,9
8849950541fffff,Real Estate,11
8849950541fffff,Retail,87
8849950549fffff,Art/Culture,2
8849950549fffff,Education,14
8849950549fffff,Energy,1
8849950549fffff,Health,9
8849950549fffff,Hospitality,27
8849950549fffff,Manufacturing,28
8849950549fffff,Other,45
8849950549fffff,Professional Service,8
8849950549fffff,Public Administration,3
8849950549fffff,Real Estate,2
8849950549fffff,Retail,142
8849950549fffff,Wholesale,10
884995054bfffff,Art/Culture,7
884995054bfffff,Business Support,4
884995054bfffff,Construction,4
884995054bfffff,Education,65
884995054bfffff,Energy,4
884995054bfffff,Health,19
884995054bfffff,Hospitality,68
884995054bfffff,Information,3
884995054bfffff,Manufacturing,61
884995054bfffff,Other,109
884995054bfffff,Professional Service,9
884995054bfffff,Public Administration,8
884995054bfffff,Retail,453
884995054bfffff,Wholesale,8
884995054dfffff,Art/Culture,4
884995054dfffff,Education,6
884995054dfffff,Other,3
884995054dfffff,Real Estate,4
884995054dfffff,Retail,32
8849950563fffff,Art/Culture,5
8849950563fffff,Education,132
8849950563fffff,Energy,3
8849950563fffff,Financial,3
8849950563fffff,Health,52
8849950563fffff,Hospitality,103
8849950563fffff,Information,1
8849950563fffff,Manufacturing,44
8849950563fffff,Other,130
8849950563fffff,Professional Service,20
8849950563fffff,Public Administration,46
8849950563fffff,Real Estate,3
8849950563fffff,Retail,306
8849950563fffff,Transportation,3
8849950563fffff,Wholesale,16
8849950565fffff,Business Support,7
8849950565fffff,Education,44
8849950565fffff,Energy,2
8849950565fffff,Financial,48
8849950565fffff,Health,31
8849950565fffff,Hospitality,145
8849950565fffff,Manufacturing,18
8849950565fffff,Other,63
8849950565fffff,Professional Service,24
8849950565fffff,Public Administration,171
8849950565fffff,Retail,335
8849950565fffff,Transportation,91
8849950565fffff,Wholesale,17
8849950567fffff,5417,7
8849950567fffff,Art/Culture,100
8849950567fffff,Business Support,30
8849950567fffff,Construction,6
8849950567fffff,Education,251
8849950567fffff,Energy,29
8849950567fffff,Financial,149
8849950567fffff,Health,224
8849950567fffff,Hospitality,636
8849950567fffff,Information,24
8849950567fffff,Manufacturing,176
8849950567fffff,Other,447
8849950567fffff,Professional Service,79
8849950567fffff,Public Administration,402
8849950567fffff,Real Estate,30
8849950567fffff,Retail,1468
8849950567fffff,Transportation,15
8849950567fffff,Wholesale,32
8849950569fffff,Art/Culture,4
8849950569fffff,Health,11
8849950569fffff,Hospitality,19
8849950569fffff,Manufacturing,13
8849950569fffff,Other,35
8849950569fffff,Professional Service,2
8849950569fffff,Real Estate,4
8849950569fffff,Retail,114
8849950569fffff,Wholesale,7
884995056dfffff,Art/Culture,1
884995056dfffff,Business Support,12
884995056dfffff,Education,24
884995056dfffff,Health,20
884995056dfffff,Hospitality,100
884995056dfffff,Manufacturing,69
884995056dfffff,Other,104
884995056dfffff,Professional Service,13
884995056dfffff,Public Administration,87
884995056dfffff,Real Estate,37
884995056dfffff,Retail,278
884995056dfffff,Transportation,9
884995056dfffff,Wholesale,27
8849950591fffff,Business Support,2
8849950591fffff,Education,13
8849950591fffff,Hospitality,5
8849950591fffff,Manufacturing,10
8849950591fffff,Other,19
8849950591fffff,Retail,61
8849950593fffff,Art/Culture,5
8849950593fffff,Business Support,4
8849950593fffff,Education,43
8849950593fffff,Energy,4
8849950593fffff,Health,5
8849950593fffff,Hospitality,65
8849950593fffff,Information,4
8849950593fffff,Manufacturing,53
8849950593fffff,Other,89
8849950593fffff,Public Administration,2
8849950593fffff,Real Estate,1
8849950593fffff,Retail,320
8849950593fffff,Wholesale,5
8849950597fffff,Education,4
8849950597fffff,Energy,2
8849950597fffff,Manufacturing,20
8849950597fffff,Other,2
8849950597fffff,Real Estate,2
8849950597fffff,Retail,28
8849950599fffff,Art/Culture,3
8849950599fffff,Health,24
8849950599fffff,Hospitality,34
8849950599fffff,Manufacturing,39
8849950599fffff,Other,60
8849950599fffff,Real Estate,6
8849950599fffff,Retail,206
8849950599fffff,Wholesale,10
88499505b5fffff,Hospitality,5
88499505b5fffff,Manufacturing,12
88499505b5fffff,Other,12
88499505b5fffff,Retail,35
88499505d3fffff,Art/Culture,4
88499505d3fffff,Construction,76
88499505d3fffff,Education,75
88499505d3fffff,Financial,2
88499505d3fffff,Health,16
88499505d3fffff,Hospitality,21
88499505d3fffff,Manufacturing,159
88499505d3fffff,Other,20
88499505d3fffff,Professional Service,8
88499505d3fffff,Real Estate,9
88499505d3fffff,Retail,64
88499505d7fffff,Art/Culture,5
88499505d7fffff,Business Support,4
88499505d7fffff,Education,13
88499505d7fffff,Financial,2
88499505d7fffff,Health,19
88499505d7fffff,Hospitality,74
88499505d7fffff,Manufacturing,33
88499505d7fffff,Other,38
88499505d7fffff,Professional Service,4
88499505d7fffff,Public Administration,6
88499505d7fffff,Real Estate,9
88499505d7fffff,Retail,197
88499505d7fffff,Transportation,1
88499505d7fffff,Wholesale,8
8849950601fffff,Art/Culture,15
8849950601fffff,Business Support,3
8849950601fffff,Education,131
8849950601fffff,Energy,23
8849950601fffff,Health,27
8849950601fffff,Hospitality,45
8849950601fffff,Manufacturing,69
8849950601fffff,Other,134
8849950601fffff,Public Administration,20
8849950601fffff,Real Estate,5
8849950601fffff,Retail,465
8849950601fffff,Wholesale,29
8849950603fffff,Art/Culture,24
8849950603fffff,Business Support,31
8849950603fffff,Education,159
8849950603fffff,Energy,13
8849950603fffff,Health,107
8849950603fffff,Hospitality,226
8849950603fffff,Information,2
8849950603fffff,Manufacturing,216
8849950603fffff,Other,456
8849950603fffff,Professional Service,28
8849950603fffff,Public Administration,3
8849950603fffff,Real Estate,30
8849950603fffff,Retail,1512
8849950603fffff,Wholesale,36
8849950605fffff,Art/Culture,2
8849950605fffff,Business Support,4
8849950605fffff,Education,46
8849950605fffff,Energy,23
8849950605fffff,Health,10
8849950605fffff,Hospitality,47
8849950605fffff,Manufacturing,64
8849950605fffff,Other,117
8849950605fffff,Professional Service,7
8849950605fffff,Public Administration,2
8849950605fffff,Real Estate,7
8849950605fffff,Retail,431
8849950605fffff,Transportation,205
8849950607fffff,Art/Culture,4
8849950607fffff,Business Support,16
8849950607fffff,Construction,3
8849950607fffff,Education,403
8849950607fffff,Energy,13
8849950607fffff,Health,175
8849950607fffff,Hospitality,243
8849950607fffff,Manufacturing,183
8849950607fffff,Other,262
8849950607fffff,Professional Service,15
8849950607fffff,Public Administration,9
8849950607fffff,Real Estate,28
8849950607fffff,Retail,1017
8849950607fffff,Wholesale,13
8849950609fffff,Art/Culture,14
8849950609fffff,Business Support,24
8849950609fffff,Education,29
8849950609fffff,Financial,33
8849950609fffff,Health,22
8849950609fffff,Hospitality,152
8849950609fffff,Information,31
8849950609fffff,Manufacturing,50
8849950609fffff,Other,144
8849950609fffff,Professional Service,4
8849950609fffff,Real Estate,37
8849950609fffff,Retail,596
8849950609fffff,Wholesale,29
884995060bfffff,Art/Culture,10
884995060bfffff,Business Support,22
884995060bfffff,Construction,20
884995060bfffff,Education,98
884995060bfffff,Health,142
884995060bfffff,Hospitality,103
884995060bfffff,Information,4
884995060bfffff,Manufacturing,145
884995060bfffff,Other,248
884995060bfffff,Professional Service,13
884995060bfffff,Public Administration,10
884995060bfffff,Real Estate,6
884995060bfffff,Retail,555
884995060bfffff,Wholesale,98
884995060dfffff,Construction,349
884995060dfffff,Education,1
884995060dfffff,Energy,29
884995060dfffff,Health,3
884995060dfffff,Hospitality,4
884995060dfffff,Manufacturing,101
884995060dfffff,Other,53
884995060dfffff,Real Estate,28
884995060dfffff,Retail,86
884995060dfffff,Wholesale,26
8849950611fffff,Agriculture,1
8849950611fffff,Art/Culture,8
8849950611fffff,Business Support,15
8849950611fffff,Education,72
8849950611fffff,Financial,22
8849950611fffff,Health,3
8849950611fffff,Hospitality,33
8849950611fffff,Manufacturing,60
8849950611fffff,Other,60
8849950611fffff,Professional Service,1
8849950611fffff,Retail,596
8849950611fffff,Wholesale,14
8849950613fffff,Art/Culture,8
8849950613fffff,Construction,2
8849950613fffff,Education,69
8849950613fffff,Health,1
8849950613fffff,Hospitality,16
8849950613fffff,Manufacturing,16
8849950613fffff,Other,10
8849950613fffff,Real Estate,3
8849950613fffff,Retail,115
8849950613fffff,Wholesale,1
8849950615fffff,Art/Culture,8
8849950615fffff,Business Support,24
8849950615fffff,Education,346
8849950615fffff,Energy,37
8849950615fffff,Financial,4
8849950615fffff,Health,173
8849950615fffff,Hospitality,194
8849950615fffff,Information,5
8849950615fffff,Manufacturing,147
8849950615fffff,Other,351
8849950615fffff,Professional Service,18
8849950615fffff,Public Administration,11
8849950615fffff,Real Estate,12
8849950615fffff,Retail,1239
8849950615fffff,Wholesale,64
8849950617fffff,Business Support,5
8849950617fffff,Education,88
8849950617fffff,Financial,42
8849950617fffff,Health,16
8849950617fffff,Hospitality,33
8849950617fffff,Manufacturing,116
8849950617fffff,Other,147
8849950617fffff,Professional Service,6
8849950617fffff,Public Administration,8
8849950617fffff,Real Estate,3
8849950617fffff,Retail,604
8849950617fffff,Transportation,456
8849950617fffff,Wholesale,114
8849950619fffff,Art/Culture,5
8849950619fffff,Business Support,5
8849950619fffff,Education,30
8849950619fffff,Health,16
8849950619fffff,Hospitality,45
8849950619fffff,Information,1
8849950619fffff,Manufacturing,47
8849950619fffff,Other,117
8849950619fffff,Professional Service,4
8849950619fffff,Retail,299
8849950619fffff,Wholesale,4
884995061bfffff,Art/Culture,7
884995061bfffff,Education,57
884995061bfffff,Energy,1
884995061bfffff,Financial,6
884995061bfffff,Hospitality,40
884995061bfffff,Manufacturing,512
884995061bfffff,Other,69
884995061bfffff,Professional Service,1
884995061bfffff,Real Estate,3
884995061bfffff,Retail,186
884995061bfffff,Transportation,68
884995061bfffff,Wholesale,8
884995061dfffff,Art/Culture,17
884995061dfffff,Business Support,5
884995061dfffff,Education,54
884995061dfffff,Energy,48
884995061dfffff,Financial,63
884995061dfffff,Health,58
884995061dfffff,Hospitality,80
884995061dfffff,Information,7
884995061dfffff,Manufacturing,149
884995061dfffff,Other,152
884995061dfffff,Professional Service,16
884995061dfffff,Public Administration,30
884995061dfffff,Real Estate,10
884995061dfffff,Retail,686
884995061dfffff,Transportation,3
884995061dfffff,Wholesale,398
8849950633fffff,Art/Culture,11
8849950633fffff,Business Support,11
8849950633fffff,Construction,1
8849950633fffff,Education,187
8849950633fffff,Health,15
8849950633fffff,Hospitality,81
8849950633fffff,Manufacturing,66
8849950633fffff,Other,89
8849950633fffff,Professional Service,8
8849950633fffff,Real Estate,1
8849950633fffff,Retail,450
8849950633fffff,Wholesale,20
8849950639fffff,Art/Culture,38
8849950639fffff,Business Support,27
8849950639fffff,Education,227
8849950639fffff,Energy,21
8849950639fffff,Health,113
8849950639fffff,Hospitality,282
8849950639fffff,Manufacturing,228
8849950639fffff,Other,394
8849950639fffff,Professional Service,16
8849950639fffff,Public Administration,33
8849950639fffff,Real Estate,9
8849950639fffff,Retail,1608
8849950639fffff,Wholesale,49
884995063bfffff,Art/Culture,15
884995063bfffff,Business Support,6
884995063bfffff,Education,150
884995063bfffff,Energy,2
884995063bfffff,Health,98
884995063bfffff,Hospitality,76
884995063bfffff,Manufacturing,102
884995063bfffff,Other,175
884995063bfffff,Professional Service,6
884995063bfffff,Real Estate,4
884995063bfffff,Retail,706
884995063bfffff,Wholesale,15
884995063dfffff,Business Support,4
884995063dfffff,Education,66
884995063dfffff,Energy,25
884995063dfffff,Financial,3
884995063dfffff,Health,1
884995063dfffff,Hospitality,2
884995063dfffff,Manufacturing,17
884995063dfffff,Other,14
884995063dfffff,Retail,90
884995063dfffff,Wholesale,6
8849950641fffff,Art/Culture,24
8849950641fffff,Business Support,17
8849950641fffff,Construction,23
8849950641fffff,Education,299
8849950641fffff,Financial,21
8849950641fffff,Health,61
8849950641fffff,Hospitality,170
8849950641fffff,Information,3
8849950641fffff,Manufacturing,154
8849950641fffff,Other,404
8849950641fffff,Professional Service,18
8849950641fffff,Real Estate,11
8849950641fffff,Retail,930
8849950641fffff,Transportation,42
8849950641fffff,Wholesale,53
8849950643fffff,Art/Culture,13
8849950643fffff,Business Support,12
8849950643fffff,Education,173
8849950643fffff,Energy,4
8849950643fffff,Financial,32
8849950643fffff,Health,17
8849950643fffff,Hospitality,154
8849950643fffff,Manufacturing,119
8849950643fffff,Other,192
8849950643fffff,Professional Service,6
8849950643fffff,Real Estate,1
8849950643fffff,Retail,894
8849950643fffff,Transportation,25
8849950643fffff,Wholesale,129
8849950645fffff,Art/Culture,10
8849950645fffff,Business Support,15
8849950645fffff,Construction,9
8849950645fffff,Education,93
8849950645fffff,Health,19
8849950645fffff,Hospitality,160
8849950645fffff,Manufacturing,250
8849950645fffff,Other,213
8849950645fffff,Professional Service,4
8849950645fffff,Real Estate,14
8849950645fffff,Retail,804
8849950645fffff,Wholesale,55
8849950647fffff,Art/Culture,17
8849950647fffff,Business Support,10
8849950647fffff,Construction,2
8849950647fffff,Education,300
8849950647fffff,Energy,27
8849950647fffff,Financial,14
8849950647fffff,Health,16
8849950647fffff,Hospitality,113
8849950647fffff,Information,4
8849950647fffff,Manufacturing,374
8849950647fffff,Other,147
8849950647fffff,Professional Service,3
8849950647fffff,Public Administration,22
8849950647fffff,Real Estate,1
8849950647fffff,Retail,426
8849950647fffff,Wholesale,50
8849950649fffff,Art/Culture,46
8849950649fffff,Business Support,23
8849950649fffff,Education,404
8849950649fffff,Energy,4
8849950649fffff,Financial,14
8849950649fffff,Health,192
8849950649fffff,Hospitality,365
8849950649fffff,Manufacturing,252
8849950649fffff,Other,576
8849950649fffff,Professional Service,30
8849950649fffff,Public Administration,4
8849950649fffff,Real Estate,61
8849950649fffff,Retail,1444
8849950649fffff,Transportation,3
8849950649fffff,Wholesale,96
884995064bfffff,Art/Culture,12
884995064bfffff,Business Support,13
884995064bfffff,Education,145
884995064bfffff,Health,61
884995064bfffff,Hospitality,98
884995064bfffff,Manufacturing,88
884995064bfffff,Other,314
884995064bfffff,Professional Service,19
884995064bfffff,Real Estate,22
884995064bfffff,Retail,619
884995064bfffff,Wholesale,21
884995064dfffff,Art/Culture,4
884995064dfffff,Business Support,23
884995064dfffff,Education,63
884995064dfffff,Health,50
884995064dfffff,Hospitality,123
884995064dfffff,Manufacturing,204
884995064dfffff,Other,242
884995064dfffff,Professional Service,10
884995064dfffff,Real Estate,17
884995064dfffff,Retail,779
884995064dfffff,Wholesale,26
8849950651fffff,Art/Culture,16
8849950651fffff,Business Support,22
8849950651fffff,Construction,1
8849950651fffff,Education,491
8849950651fffff,Financial,8
8849950651fffff,Health,58
8849950651fffff,Hospitality,233
8849950651fffff,Manufacturing,113
8849950651fffff,Other,205
8849950651fffff,Professional Service,10
8849950651fffff,Public Administration,5
8849950651fffff,Real Estate,9
8849950651fffff,Retail,685
8849950651fffff,Wholesale,13
8849950653fffff,Art/Culture,28
8849950653fffff,Business Support,9
